source,target
9258,5800
5800,9258
9258,8894
8894,9258
9258,6959
507,7837
507,1539
1539,507
507,1837
1837,507
7694,2194
2194,7694
7694,414
414,7694
7694,6237
6237,7694
7694,7623
7623,7694
7694,634
634,7694
7694,7889
7889,7694
4839,3373
4839,3686
4839,4602
4304,6633
4304,2723
4304,3792
3792,4304
4304,7889
10647,7007
10647,1274
10647,5149
10647,116
10647,7837
10647,9030
10647,4636
10647,7501
10647,4726
10647,8938
10647,3811
10647,3232
10647,4064
10647,6300
10647,4223
10647,7266
4605,1640
10906,9941
9941,10906
10906,1883
1883,10906
10906,7794
10906,5702
10906,9140
9140,10906
10906,8524
10906,137
1071,6027
1071,2710
2710,1071
1071,1720
1720,1071
10931,9941
10931,5632
5632,10931
10931,3581
3581,10931
10931,1982
10931,2723
4987,10622
4987,8151
4987,5365
4987,1911
8095,7615
7615,8095
4703,2723
938,9941
938,10535
938,2723
938,698
698,938
7774,9101
9101,7774
7774,7290
7290,7774
7774,9951
9951,7774
7774,8594
8594,7774
7774,2833
2833,7774
7774,2723
7774,4985
4985,7774
7774,1066
1066,7774
7774,2308
2308,7774
2995,10573
10573,2995
10883,6204
3150,6430
3150,2723
2197,10718
10718,2197
2197,1102
4278,4459
11173,2340
11173,11172
11173,981
7469,7681
8578,1577
8578,2723
533,695
695,533
533,8846
8846,533
533,424
424,533
10972,6204
10972,9159
2892,5616
2892,8302
8302,2892
2892,3652
3652,2892
2892,1774
1774,2892
2892,4689
4689,2892
2892,2258
2892,7837
2892,4636
4636,2892
2892,7501
2892,1982
2892,2930
2892,2723
2892,4484
4484,2892
2892,5029
5029,2892
2892,6347
6347,2892
2892,3535
3535,2892
2892,8818
2892,10186
2892,4602
4602,2892
2892,161
161,2892
1689,7837
1689,2723
8548,7932
7932,8548
5491,116
5491,2723
5491,7681
5046,3516
3516,5046
5046,5266
5046,17
5046,292
5046,368
5046,3149
5046,655
5046,401
5046,10843
5046,1915
5046,5974
5046,6184
5046,6080
5046,931
5046,981
5046,974
974,5046
5046,5213
5046,3767
5046,6706
6706,5046
6896,4303
6896,5495
5495,6896
6896,737
737,6896
6896,9164
9728,7837
9728,2723
9728,931
9728,336
336,9728
2618,6204
2618,1158
2618,925
2618,352
928,7837
928,9341
9968,8618
8618,9968
9968,841
9968,5980
9968,2957
9968,8473
9968,219
9968,3646
3646,9968
9968,6982
6982,9968
9968,4088
9968,1234
9968,4571
2289,4992
2289,2712
2712,2289
2289,7837
2289,10203
10203,2289
2289,1158
2289,3844
2289,9573
2289,5134
2289,8415
8415,2289
2289,2723
2289,4972
2289,7203
2289,901
2289,2249
2249,2289
2289,2302
2302,2289
8964,1957
1957,8964
8964,7496
7496,8964
8964,2723
467,1887
4767,4418
4418,4767
10503,3213
3213,10503
10503,4211
1434,7010
7010,1434
1434,7837
1434,5976
5976,1434
1434,2723
1434,4602
11222,3362
3362,11222
5544,4992
5544,3780
5544,3061
3061,5544
5544,1075
1075,5544
5544,3373
8683,3149
8683,9573
8683,2723
8683,3183
3183,8683
6470,2638
3695,3546
3695,5565
3695,4148
4148,3695
3695,2723
3695,2841
2841,3695
3695,4179
4179,3695
3695,57
57,3695
2306,7681
2707,5825
5825,2707
2707,7837
4055,8226
10801,9202
9202,10801
10801,3898
3898,10801
1189,7837
1189,2723
6999,4992
6999,7438
6999,7837
6999,981
6999,901
6999,7795
3006,4905
4905,3006
3006,9110
9110,3006
3006,2722
2722,3006
3006,3872
3872,3006
3006,4284
4284,3006
3006,7104
7104,3006
3006,2723
3006,7476
7476,3006
3006,7484
7484,3006
3006,8233
8233,3006
3006,953
953,3006
3006,6502
6502,3006
2673,7837
2673,1158
2673,8487
2673,8226
8715,2723
8715,6611
6611,8715
8164,2638
8164,10209
10209,8164
8164,7837
8164,4165
4165,8164
8164,2723
6103,5987
5987,6103
6103,3082
6103,945
945,6103
6103,7568
6103,11082
6103,7545
7545,6103
3571,9908
9908,3571
3571,2723
3571,3995
3995,3571
3298,1529
3298,8226
3298,4602
3298,2741
2741,3298
3376,312
312,3376
3376,3415
3415,3376
5616,10839
10839,5616
5616,6800
6800,5616
5616,10482
10482,5616
5616,102
102,5616
5616,5573
5573,5616
5616,2222
2222,5616
5616,2070
2070,5616
5616,6957
6957,5616
5616,2674
2674,5616
5616,1982
5616,2930
2930,5616
5616,5924
5924,5616
5616,2097
2097,5616
5616,5249
5249,5616
5616,10394
10394,5616
5616,4801
4801,5616
5616,4776
4776,5616
2490,3099
3099,2490
2490,7732
7732,2490
2490,9150
9150,2490
3331,7501
3331,2723
7466,7830
7830,7466
7466,4280
7466,5335
5335,7466
7466,9792
9792,7466
7466,5197
5197,7466
7466,3416
3416,7466
7466,9292
7466,3448
7466,10968
10968,7466
7466,6180
6180,7466
7466,4902
4902,7466
7466,9883
7466,2723
7466,181
181,7466
7466,7321
7321,7466
7466,8003
8003,7466
3143,832
832,3143
10957,606
10957,8764
10957,5632
10957,941
10957,9883
10957,10965
10957,7595
10957,6780
2464,10264
2464,916
2464,4173
2464,3194
2464,7104
2464,1420
2464,3620
2464,4602
1124,2401
2401,1124
1124,7837
1124,10974
10974,1124
5710,5616
5710,3534
3534,5710
5710,6969
6969,5710
5710,7681
8822,7143
5465,3006
5465,1949
5465,7837
5465,1614
1614,5465
5465,5686
5686,5465
5465,8099
8099,5465
5465,7710
5465,2391
2391,5465
6790,2723
6790,5836
8973,4782
4782,8973
403,9603
9603,403
403,1653
1653,403
403,10426
10426,403
403,333
333,403
403,1713
1713,403
403,2407
2407,403
403,11058
11058,403
8533,5622
8533,11186
8446,2740
8446,5929
5929,8446
4828,4490
4490,4828
4828,5868
5868,4828
4828,8313
8313,4828
4828,5467
5467,4828
4828,2640
2640,4828
4828,4945
4945,4828
7166,1653
1653,7166
7166,7895
7895,7166
7166,2723
7166,8107
8107,7166
7166,3917
3917,7166
4894,7694
4894,5310
5310,4894
4894,6237
6237,4894
4894,4809
4809,4894
4894,5862
4894,3544
3544,4894
4894,6256
3585,7794
3585,2073
3585,1793
3585,2212
7033,1011
1011,7033
7033,2723
1159,7837
9768,3965
3965,9768
4600,1640
1640,4600
4600,5947
5947,4600
4600,2723
4600,7076
7076,4600
3720,7648
7648,3720
3720,8748
8748,3720
3720,3798
3798,3720
3720,7459
7459,3720
3720,6633
3720,8303
3720,9791
9791,3720
3720,8348
3720,10406
10406,3720
3720,2184
2184,3720
2834,2723
7314,9946
9946,7314
8339,5980
8339,5989
5989,8339
6069,10286
10286,6069
7164,5542
5542,7164
7164,2542
2542,7164
7164,7327
7327,7164
7164,2762
2762,7164
7164,7436
7436,7164
7164,9422
9422,7164
5921,7406
2344,4183
4183,2344
2344,4025
4025,2344
2344,6544
6544,2344
2344,3104
3104,2344
2344,3782
3782,2344
2344,7203
7203,2344
2344,6870
2344,4066
2344,2045
2045,2344
8117,7837
9074,7875
9074,4992
9074,73
73,9074
9074,8456
9074,8246
9074,6581
6581,9074
9074,8894
8894,9074
9074,3546
3546,9074
9074,7864
7864,9074
9074,3562
3562,9074
9074,4473
4473,9074
9074,9315
9074,9052
9052,9074
9074,8540
8540,9074
9074,1541
1541,9074
9074,6540
6540,9074
9074,6891
6891,9074
9074,9573
9074,8487
8487,9074
9074,5219
9074,7203
9074,5862
9074,4752
4752,9074
9074,66
9074,2126
2126,9074
9074,8226
3592,7556
7556,3592
3592,6160
6160,3592
3592,10616
10616,3592
3592,10138
10138,3592
3592,10788
10788,3592
3187,2723
5998,5048
5048,5998
5998,8227
5998,7335
7335,5998
5998,6744
6744,5998
11042,1158
11042,6122
6122,11042
11042,4283
4283,11042
1929,1092
1092,1929
1929,363
1929,8340
1929,336
336,1929
1929,600
10289,11140
10289,6
10289,9883
10289,10020
4649,2723
1477,1158
10937,942
10937,7837
10937,1158
10937,847
10937,7848
10937,981
10937,901
10937,600
10937,1704
10322,2723
9570,7837
9570,4260
9570,2764
2764,9570
4569,2284
2284,4569
11180,790
7010,1434
1434,7010
7010,203
203,7010
7010,399
399,7010
2066,3971
3971,2066
2066,10307
10307,2066
10362,7830
7830,10362
10362,6649
6649,10362
10362,1847
1847,10362
10362,5335
5335,10362
10362,4521
4521,10362
10362,9792
9792,10362
10362,7178
7178,10362
10362,3279
10362,6344
6344,10362
10362,839
839,10362
10362,2833
2833,10362
10362,2481
2481,10362
10362,9802
9802,10362
10362,8275
8275,10362
10362,4261
4261,10362
10362,3379
3379,10362
11221,11220
11220,11221
8062,10272
10272,8062
8062,7837
8062,8340
8062,901
8062,3301
3301,8062
8062,600
3126,5300
3126,7837
3126,901
3126,600
2932,9591
9591,2932
2932,10758
2932,10117
6152,7404
7404,6152
6152,4345
4345,6152
6152,5314
5314,6152
6152,4867
6152,10408
10408,6152
6152,10637
10637,6152
6152,10789
10789,6152
6152,4437
4437,6152
6152,9379
9379,6152
6152,10788
10788,6152
6152,10800
10800,6152
6152,4320
4320,6152
4063,7262
7262,4063
4063,10004
4063,7501
4063,8052
8052,4063
4063,5156
4063,4484
4484,4063
4063,4602
4063,4356
4356,4063
10926,817
817,10926
10926,5985
5985,10926
8785,5267
5267,8785
8785,8788
8785,4340
4340,8785
8785,7955
8785,167
167,8785
8785,6245
8785,1844
1844,8785
8785,9950
9950,8785
5304,5518
5518,5304
5304,2928
2928,5304
5304,10345
10345,5304
5304,1260
5304,2665
10501,10535
10535,10501
10501,517
517,10501
10501,8936
8936,10501
10501,4636
4636,10501
10501,540
540,10501
10501,452
10501,1793
10501,7224
10501,8076
8076,10501
10501,4136
4136,10501
10501,4602
3071,10871
9402,438
438,9402
9402,9361
9361,9402
9402,2976
2976,9402
9402,9392
9392,9402
7394,2222
2222,7394
7394,1041
1041,7394
1575,293
293,1575
1575,2665
7177,2125
2125,7177
7177,7369
7369,7177
8253,3771
3771,8253
8253,4528
4528,8253
8253,11009
11009,8253
8253,3132
3132,8253
8253,10568
10568,8253
8253,8584
8584,8253
3648,3506
3506,3648
3648,3739
3739,3648
3648,2723
3648,901
3648,6240
6240,3648
9166,9062
9062,9166
9166,2360
2360,9166
9166,600
600,9166
2226,9600
9600,2226
2226,3441
3441,2226
3280,1202
1202,3280
3280,4641
4641,3280
3280,8254
8254,3280
7648,3720
3720,7648
7648,9823
9823,7648
7648,32
32,7648
7648,7795
10209,8164
8164,10209
10209,7143
10209,2800
2800,10209
10209,9883
9883,10209
10209,2723
10209,4602
2128,6389
2128,1425
9003,4012
4012,9003
83,9140
9140,83
83,11
11,83
2979,630
630,2979
2979,5632
2979,9717
9717,2979
2979,3017
3017,2979
2979,6332
6332,2979
2979,5489
5489,2979
2979,2723
2979,5691
2979,5043
5043,2979
2979,7452
7452,2979
2979,6473
6473,2979
2979,5870
5870,2979
2869,3810
3810,2869
2931,2879
2879,2931
5004,4689
4689,5004
5004,2723
2216,7450
7450,2216
2216,5867
5867,2216
2216,379
379,2216
2216,4611
4611,2216
2216,7711
7711,2216
2216,1058
1058,2216
7038,7394
7038,6578
7038,2723
435,2638
435,7867
7867,435
435,5552
5552,435
435,901
435,2048
2048,435
6817,2723
6389,434
6389,9883
6389,2723
716,9863
9863,716
716,3788
3788,716
716,10535
10535,716
716,6111
6111,716
716,1425
1425,716
716,2712
2712,716
716,1529
1529,716
716,1348
1348,716
716,3156
716,3123
3123,716
716,375
375,716
716,8799
8799,716
716,1507
1507,716
716,7104
7104,716
716,65
65,716
716,3502
3502,716
10269,1158
10269,5134
10269,901
10269,2665
10269,2048
10269,10506
773,8421
8421,773
773,10971
773,10435
10435,773
773,7837
773,4829
773,6080
773,901
773,6764
6339,7794
6339,7034
7034,6339
9913,2665
9913,8568
8568,9913
1225,1158
1225,2723
6952,8524
2228,2723
5310,5252
5310,1012
1012,5310
5310,4894
4894,5310
5310,6897
6897,5310
5310,6150
6150,5310
5310,11206
11206,5310
5310,4636
5310,10978
10978,5310
5310,7753
7753,5310
5310,5379
5379,5310
5310,7886
7886,5310
5310,9186
9186,5310
5310,509
509,5310
5310,2930
5310,11242
5310,4820
4820,5310
5310,3975
3975,5310
5310,6155
6155,5310
5310,3544
3544,5310
5310,10495
5310,6140
6140,5310
5310,6163
6163,5310
5310,10654
8478,8946
8946,8478
8478,662
662,8478
8478,7988
8478,10185
10185,8478
4749,8764
8764,4749
4749,4376
4376,4749
5869,5659
5659,5869
3101,7020
7020,3101
5427,7837
5427,1158
5427,2625
5427,5134
5427,2723
5427,2665
10226,3787
3787,10226
10226,7837
10226,3779
3779,10226
10226,9393
10226,5497
5497,10226
10226,698
698,10226
10226,7840
7840,10226
7852,7837
7852,10649
10649,7852
7852,1158
7852,5134
7852,4181
4181,7852
1266,3557
3557,1266
1266,10648
10648,1266
1266,1608
1608,1266
1266,672
672,1266
5363,7837
5363,5403
5403,5363
5363,981
5363,957
957,5363
5363,7066
5203,7193
7193,5203
5203,2723
9277,9660
9277,3260
3260,9277
9277,9548
10876,810
810,10876
10876,1905
1905,10876
10876,5632
10876,3458
10876,6630
10876,7837
10876,3149
10876,8237
8237,10876
10876,9393
10876,2723
10876,2192
10876,901
10876,5515
5515,10876
10876,10701
10876,3535
3605,7837
3605,10551
10551,3605
3605,3795
3795,3605
3605,7501
3605,5490
988,4866
988,5659
3963,8595
3963,606
3963,1691
3963,7794
3963,3642
3963,188
3963,2695
3963,11206
3963,205
3963,1982
3963,4774
3963,9883
3963,8406
3963,5219
3963,5365
3963,5262
3963,5312
3963,10234
3963,5249
3963,7595
3963,2786
3963,10214
8722,8585
8722,7837
8789,5616
8789,10535
10535,8789
8789,4076
4076,8789
8789,2723
8789,10406
10406,8789
4105,3695
4105,116
4105,5565
4105,3149
4105,8226
910,116
910,3530
3530,910
910,1566
1566,910
910,10452
10452,910
5259,7187
7187,5259
5259,8550
8550,5259
5259,3698
3698,5259
5259,9004
9004,5259
5259,5018
5018,5259
932,8561
8561,932
932,5632
932,2922
2922,932
932,5629
5629,932
932,10408
10408,932
932,1373
932,5576
5576,932
932,11
11,932
932,1386
1386,932
932,8704
8704,932
932,8577
932,7217
7217,932
932,5599
5599,932
932,10010
10010,932
932,10271
10271,932
932,7545
7545,932
932,3604
3604,932
932,1319
1319,932
1949,7099
7099,1949
1949,4035
4035,1949
1949,11146
11146,1949
1949,5309
1949,2723
1949,1700
1700,1949
1949,4567
4567,1949
1676,7837
1676,5431
1676,10952
10952,1676
1676,5374
3394,3313
3394,6954
6954,3394
3394,9164
5238,2051
2051,5238
5238,7806
7806,5238
5238,2723
5238,7944
7944,5238
8511,7837
8511,2723
7273,832
1361,6988
6988,1361
1361,1145
1145,1361
1361,901
1361,281
281,1361
1361,10506
1361,10508
10508,1361
929,116
929,5352
5352,929
8241,9573
8600,7682
8600,4674
4674,8600
8600,6715
6715,8600
8600,8926
8714,5616
8714,848
8714,10882
8714,1529
8714,10689
8714,8549
8549,8714
8714,7930
7930,8714
8714,5134
8714,2723
8714,460
8714,8466
8466,8714
8714,9204
9204,8714
8714,7232
7232,8714
8714,3535
8714,4602
4927,1982
4927,2723
4927,5219
10529,7837
10529,10814
10529,2287
2287,10529
1905,10876
10876,1905
1905,10971
1905,7975
7975,1905
1905,4595
4595,1905
1905,1590
1590,1905
1905,1941
1941,1905
1905,4346
4346,1905
3091,3199
3199,3091
3091,2723
9329,1883
1883,9329
9329,8540
9329,2723
7794,2030
2030,7794
7794,11140
11140,7794
7794,9717
7794,4636
4636,7794
7794,10941
10941,7794
7794,9393
9393,7794
7794,5134
5134,7794
7794,4064
4064,7794
7794,7822
7822,7794
7794,7595
7595,7794
9191,9164
5364,8595
5364,5773
5773,5364
5364,4992
5364,2892
5364,7394
5364,5632
5364,5792
5792,5364
5364,7803
5364,3110
3110,5364
5364,8269
8269,5364
5364,6581
6581,5364
5364,9880
9880,5364
5364,2652
2652,5364
5364,9543
5364,5926
5364,4636
4636,5364
5364,7501
5364,3149
5364,6540
6540,5364
5364,8524
5364,8457
8457,5364
5364,6488
5364,9883
5364,8406
5364,2723
5364,7133
7133,5364
5364,2879
2879,5364
5364,3683
3683,5364
5364,11179
11179,5364
5364,4341
4341,5364
5364,4484
4484,5364
5364,4602
5364,7066
7066,5364
1057,981
6219,5616
6219,3416
3416,6219
6219,3640
3640,6219
6219,2674
2674,6219
6219,4902
4902,6219
6219,4602
4602,6219
8451,3217
3217,8451
8451,7877
7877,8451
4914,6719
6719,4914
4914,5542
4914,2321
4914,8218
8218,4914
4914,309
309,4914
4914,2124
4914,452
452,4914
4914,1524
1524,4914
4914,9429
9429,4914
4914,3535
4914,7824
7824,4914
4914,10853
10853,4914
7902,1581
7902,9573
6195,7837
6195,1539
4618,6345
6345,4618
4618,8824
8824,4618
5053,7781
5053,4037
4037,5053
5053,7811
7811,5053
5053,1158
1960,1843
1960,6563
6563,1960
1960,746
746,1960
4983,3488
3488,4983
4983,2705
2705,4983
4983,8936
8936,4983
4983,2668
2668,4983
4983,4365
4365,4983
4983,6211
6211,4983
4983,5434
5434,4983
4680,9040
11012,11140
11012,6848
11012,832
832,11012
11012,2723
11012,5219
11012,7595
11012,7890
7890,11012
9060,7837
9060,2723
7799,7366
7366,7799
7799,5632
7799,7837
7799,7589
7799,10127
10127,7799
7799,9883
7799,7681
3013,10535
3013,1425
3013,2222
3013,7501
3013,2930
3013,2723
3013,3535
5548,2380
5548,2723
3529,9883
3529,2723
10048,5632
10048,4205
2561,6581
2561,7283
7283,2561
2561,2723
2561,7681
2561,8226
2098,9393
2098,1830
1830,2098
2098,2665
11226,5868
11226,7794
11226,6602
11226,11113
11226,2210
11226,137
11226,9883
11226,2723
11226,6300
11226,3535
11226,6346
1381,3313
1381,10009
10009,1381
1381,7589
1381,1373
1381,1941
1941,1381
1381,10208
10208,1381
1381,9479
9479,1381
1381,1341
1341,1381
1381,11247
11247,1381
1381,2345
2345,1381
1564,6741
1564,10397
113,3864
3864,113
113,3318
3318,113
113,115
115,113
5501,5773
5501,5505
5505,5501
8363,901
4773,4587
4587,4773
8953,1126
1126,8953
8953,372
372,8953
8662,1594
8662,8246
8662,1158
8662,8860
8662,5134
8662,2723
8662,861
8662,8226
5702,74
74,5702
5702,8252
8252,5702
2337,7837
5632,39
39,5632
5632,4992
4992,5632
5632,10931
10931,5632
5632,3313
5632,1445
1445,5632
5632,10527
10527,5632
5632,69
69,5632
5632,116
116,5632
5632,1885
1885,5632
5632,7589
7589,5632
5632,8482
8482,5632
5632,774
774,5632
5632,7435
7435,5632
5632,5979
5979,5632
5632,7656
7656,5632
5632,10963
10963,5632
5632,7217
7217,5632
5632,9883
9883,5632
5632,8406
8406,5632
5632,1700
1700,5632
5632,901
5632,6300
6300,5632
5632,9331
9331,5632
5632,1844
1844,5632
5632,4363
4363,5632
5632,11003
11003,5632
5632,5500
5500,5632
5632,2345
2345,5632
5632,3116
3116,5632
8718,7837
8718,4144
4144,8718
8718,901
2546,426
426,2546
2274,5616
2274,8876
8876,2274
2274,7501
2274,1158
2274,1982
2274,5134
2274,2723
6367,11252
11252,6367
6367,3373
6367,6512
6512,6367
6367,5458
5458,6367
6367,2723
6367,500
500,6367
1653,8855
8855,1653
1653,403
403,1653
1653,7166
7166,1653
1653,69
69,1653
1653,10426
10426,1653
1653,7955
7955,1653
1653,1713
1713,1653
1653,1863
1863,1653
1653,290
290,1653
1653,1561
1561,1653
1653,2407
2407,1653
6800,4338
4338,6800
6800,4992
6800,5616
5616,6800
6800,5172
6800,1529
1529,6800
6800,4636
4636,6800
6800,7501
6800,166
166,6800
6800,309
309,6800
6800,5840
6800,10889
6800,1982
1982,6800
6800,9883
6800,2723
6800,4064
4064,6800
6800,7595
7595,6800
6800,4602
2578,1208
1208,2578
8618,9968
9968,8618
8618,6464
8618,219
8618,3646
3646,8618
8618,6982
8618,1267
8618,5049
8618,4088
8618,1234
8618,156
156,8618
8618,8665
8665,8618
8618,3549
8618,10259
10259,8618
4850,6924
6924,4850
4850,8267
8267,4850
4850,4358
4358,4850
1427,7942
7942,1427
1427,7501
1427,4365
4365,1427
1427,1158
1427,2655
2655,1427
1427,4611
4611,1427
1427,9082
9082,1427
1427,2723
1427,5219
1427,901
1427,2665
1246,11120
11120,1246
1246,4091
4091,1246
1246,544
544,1246
1945,9106
9106,1945
1945,2723
1945,5249
2430,5616
2430,7794
2430,5632
2430,8788
2430,7837
2430,7844
2430,7501
2430,5134
2430,2723
2430,6514
6514,2430
2430,7683
2430,5028
2430,3535
2430,4945
4945,2430
2430,8818
2430,10899
10899,2430
2430,4602
1731,6004
4003,901
7662,2723
7662,8226
6656,5632
6656,4552
4552,6656
6656,2723
5824,7837
5824,4553
5824,5219
5824,10433
5824,10320
1595,4192
1595,8561
8561,1595
1595,2157
1595,116
1595,3373
1595,3726
3726,1595
1595,1158
1595,518
1595,903
903,1595
1595,2723
1595,5365
1595,5607
1595,10683
10683,1595
1595,10617
244,2723
3397,3442
3442,3397
3397,3024
3024,3397
3397,4365
3397,4098
4098,3397
3397,5086
5086,3397
3397,7889
3397,7343
2468,421
2468,1674
2468,9393
2468,6639
6639,2468
7573,7942
7942,7573
7573,2723
6899,188
6899,3019
3019,6899
10542,7837
1821,841
1821,2723
1821,4373
1821,8802
7402,6957
7402,4925
4925,7402
7402,4359
4227,5479
4227,2723
4227,7681
4227,7203
4227,5312
4227,8226
811,5622
5622,811
811,5206
5206,811
811,11242
11242,811
811,6635
6635,811
811,9738
9738,811
811,8847
8847,811
811,7226
7226,811
811,2543
2543,811
811,9631
9631,811
7319,2638
7319,7566
7319,1966
1966,7319
7319,4707
4707,7319
7319,7501
7319,3620
7319,3898
3898,7319
7319,7332
7332,7319
7034,6339
6339,7034
7034,3903
3903,7034
7034,3581
3581,7034
7034,2723
7034,7476
7034,7889
7034,5797
5797,7034
7034,4602
2282,3373
2282,1253
1253,2282
2282,2723
2282,2665
2282,5387
5387,2282
2282,3917
3917,2282
2282,4602
2282,2105
2105,2282
8695,3314
8695,8269
8695,8966
8966,8695
8695,9099
9099,8695
8695,2734
2734,8695
8695,1248
1248,8695
8695,7718
7718,8695
291,7694
291,7844
7844,291
291,10203
10203,291
291,150
150,291
5172,7501
5172,3149
8364,7837
4516,4992
4516,1158
6308,2723
6308,2875
2875,6308
4687,8760
4687,3059
3059,4687
4687,976
976,4687
4687,568
568,4687
4687,87
87,4687
4687,6480
6480,4687
4687,5666
5666,4687
4687,86
86,4687
4687,7316
4687,66
66,4687
4687,2808
2808,4687
4010,848
848,4010
1516,8309
8309,1516
1516,8016
8016,1516
9493,7501
9493,5349
5349,9493
6505,8583
8583,6505
6505,7343
4077,3485
3485,4077
4077,2723
4077,3917
3917,4077
9600,2226
2226,9600
9600,9393
9600,2723
4161,3918
3918,4161
4161,4890
4890,4161
4161,2723
6953,8622
6953,2722
2722,6953
6953,209
209,6953
9114,9360
9360,9114
9114,7827
5758,606
5758,7794
5758,8652
8652,5758
5758,5134
5758,9883
5758,2723
5132,314
8442,4607
8442,1217
8442,5219
8442,8473
8442,3277
214,10723
214,10343
214,5365
214,7103
7103,214
682,1876
1876,682
682,9952
9952,682
682,3527
3527,682
682,1343
1343,682
682,2205
2205,682
6477,4345
4345,6477
6477,5639
5639,6477
6477,557
6477,8549
6477,8069
6477,9255
6477,5000
5000,6477
2451,2030
2451,9315
2451,9883
2451,2714
2714,2451
1890,116
1890,8622
3557,1266
1266,3557
3557,10648
10648,3557
3557,1608
1608,3557
5012,4829
8507,39
39,8507
8507,10593
8507,3803
8507,9717
9717,8507
8507,8491
8491,8507
8507,2723
8507,9429
9429,8507
2922,932
932,2922
2922,2660
2660,2922
2922,7468
7468,2922
2922,9669
9669,2922
2922,3686
3686,2922
2922,3542
3542,2922
2922,10680
10680,2922
8932,4829
8932,9198
9198,8932
8932,3576
3576,8932
3129,4992
3129,8132
8132,3129
3129,7083
7083,3129
3129,9315
3129,9543
3129,5565
5565,3129
3129,166
3129,2283
2283,3129
3129,6492
3129,8524
3129,1982
3129,2723
3129,6300
3129,6390
6390,3129
3129,4780
3129,8226
3129,1109
4449,6700
7704,8967
8967,7704
6716,6623
6623,6716
6716,10869
10869,6716
6716,2723
6716,8502
8502,6716
6716,5374
334,5364
334,3546
334,1197
334,608
334,3952
3952,334
2704,999
999,2704
2704,11168
11168,2704
2704,4538
4538,2704
2704,1023
1023,2704
2704,7443
7443,2704
2704,3110
3110,2704
2704,2992
2992,2704
2704,2840
2840,2704
2704,7837
2704,7435
7435,2704
2704,10606
10606,2704
2704,481
481,2704
2704,8457
8457,2704
2704,8461
8461,2704
2704,7125
7125,2704
2704,2723
2704,9581
9581,2704
2704,9985
9985,2704
2704,66
66,2704
2704,8502
8502,2704
2704,772
772,2704
2704,9786
9786,2704
9677,4639
9677,3881
3881,9677
9677,3871
3871,9677
9677,1051
1051,9677
9677,3844
9677,237
237,9677
1460,116
1460,1168
1168,1460
1460,3373
8049,7837
8049,3149
8049,2723
5958,2793
2793,5958
5958,5134
1978,2258
1978,7501
1978,1130
1978,3576
10582,9462
9462,10582
10582,9441
10582,2723
10627,8980
10627,5096
10627,9883
9883,10627
10627,2723
10627,5185
5185,10627
10627,9429
9429,10627
10627,4602
10627,3981
3981,10627
1,9164
1,2723
2140,2723
2140,608
3539,2723
6084,5235
2368,878
878,2368
6146,3965
3965,6146
6146,7988
6146,2723
6146,1245
9230,9345
9345,9230
9230,9920
9230,137
9230,8551
8551,9230
9230,4602
9230,9548
9548,9230
3817,8468
8468,3817
3817,2783
2783,3817
3817,5388
5987,6103
6103,5987
5987,9393
5987,2723
6600,6204
6600,7837
6600,10130
6600,1976
6600,4260
6600,7938
6600,600
2514,9722
9722,2514
2514,2452
2514,5309
5309,2514
2514,3792
3792,2514
2514,2691
2691,2514
2514,3535
7304,3149
7304,901
7304,7248
7248,7304
6452,4992
6452,9603
6452,7837
6452,876
876,6452
7249,7837
7249,901
4190,4860
4860,4190
4190,7609
7609,4190
4190,2723
4190,7681
4190,4602
7834,2227
2227,7834
7834,2665
49,9543
49,7501
49,6957
49,8685
8685,49
49,2723
49,5754
5754,49
49,3937
3937,49
49,5396
5396,49
1085,7910
7910,1085
1085,1581
1581,1085
1085,2509
2509,1085
1085,10920
10920,1085
10015,9455
10015,3007
3007,10015
10015,8281
8281,10015
10015,8802
8802,10015
10210,4506
4506,10210
10210,10126
10126,10210
3780,7837
3780,2281
2281,3780
9582,1797
9582,9642
9642,9582
9582,3642
3642,9582
9582,3864
3864,9582
9582,2695
9582,9543
9543,9582
9582,1771
1771,9582
9582,8820
8820,9582
9582,2733
2733,9582
9582,8358
8358,9582
9582,9883
9582,2723
9582,4602
3262,1786
1786,3262
4699,3526
3526,4699
4336,2750
2750,4336
4336,2291
2291,4336
4336,4932
4932,4336
5782,7837
939,984
939,5202
5202,939
939,916
916,939
939,2115
939,907
11209,9430
9430,11209
11209,4223
4515,5702
4515,2157
4515,4316
4316,4515
4515,9543
4515,3373
4515,9181
9181,4515
4515,4536
4536,4515
4515,2723
4515,2805
4515,2425
2425,4515
8969,7837
5242,10691
10691,5242
3915,901
2878,2723
2731,2226
2731,2322
2731,7837
9871,10131
9871,8220
8220,9871
9871,7238
7238,9871
7964,7694
7964,7889
7964,7066
6728,6633
6728,2723
1005,340
340,1005
1005,5488
5488,1005
10828,8153
8153,10828
10828,8487
10828,903
10828,3118
3118,10828
10828,8201
10828,981
10828,2864
10828,8226
5618,5319
5319,5618
5618,6564
6564,5618
6736,10352
10352,6736
6736,3957
3957,6736
9079,1566
1566,9079
9079,5272
5272,9079
3516,5046
5046,3516
3516,1158
3516,401
3516,901
8661,8622
7242,4769
4769,7242
10364,9883
208,2354
2354,208
208,1619
1619,208
208,7501
2354,208
208,2354
2354,1619
1619,2354
2354,5802
5802,2354
2354,10317
10317,2354
2354,7837
2354,10408
10408,2354
2354,2722
2722,2354
2354,6555
6555,2354
2354,7545
