id,time
1084768,2012-08-03-11:11:23
16975,2012-08-03-11:11:23
582062,2012-08-03-11:11:25
1048397,2012-08-03-11:11:25
902813,2012-08-03-11:11:29
872433,2012-08-03-11:11:30
1541893,2012-08-03-11:11:32
234873,2012-08-03-11:11:32
876720,2012-08-03-11:11:33
840312,2012-08-03-11:11:34
854036,2012-08-03-11:11:42
316567,2012-08-03-11:11:43
479684,2012-08-03-11:11:46
323624,2012-08-03-11:11:48
429488,2012-08-03-11:11:49
330017,2012-08-03-11:11:52
545001,2012-08-03-11:11:53
550022,2012-08-03-11:11:54
1512457,2012-08-03-11:11:54
476422,2012-08-03-11:11:59
1217486,2012-08-03-11:12:02
1650936,2012-08-03-11:12:03
1062448,2012-08-03-11:12:04
497185,2012-08-03-11:12:08
1486215,2012-08-03-11:12:10
1483690,2012-08-03-11:12:14
544508,2012-08-03-11:12:15
518438,2012-08-03-11:12:16
490115,2012-08-03-11:12:19
253898,2012-08-03-11:12:20
1469407,2012-08-03-11:12:21
29290,2012-08-03-11:12:22
607963,2012-08-03-11:12:22
719670,2012-08-03-11:12:22
1647171,2012-08-03-11:12:23
223376,2012-08-03-11:12:28
995597,2012-08-03-11:12:30
213921,2012-08-03-11:12:30
892642,2012-08-03-11:12:34
1158601,2012-08-03-11:12:36
1619279,2012-08-03-11:12:36
8341,2012-08-03-11:12:37
657125,2012-08-03-11:12:39
8755,2012-08-03-11:12:40
955196,2012-08-03-11:12:41
1429999,2012-08-03-11:12:43
1356174,2012-08-03-11:12:44
282477,2012-08-03-11:12:45
856125,2012-08-03-11:12:47
475938,2012-08-03-11:12:48
61471,2012-08-03-11:12:48
1197168,2012-08-03-11:12:53
1621058,2012-08-03-11:12:54
1621058,2012-08-03-11:12:54
660570,2012-08-03-11:12:56
814874,2012-08-03-11:12:57
1324662,2012-08-03-11:12:57
249365,2012-08-03-11:12:57
1530313,2012-08-03-11:12:58
1197867,2012-08-03-11:12:58
877937,2012-08-03-11:12:58
876828,2012-08-03-11:13:01
749828,2012-08-03-11:13:01
951018,2012-08-03-11:13:02
237788,2012-08-03-11:13:02
1651229,2012-08-03-11:13:05
1269179,2012-08-03-11:13:08
263033,2012-08-03-11:13:08
551266,2012-08-03-11:13:09
1262195,2012-08-03-11:13:09
522496,2012-08-03-11:13:10
616696,2012-08-03-11:13:10
355342,2012-08-03-11:13:12
874025,2012-08-03-11:13:14
1633468,2012-08-03-11:13:17
883247,2012-08-03-11:13:19
536533,2012-08-03-11:13:23
876720,2012-08-03-11:13:24
465962,2012-08-03-11:13:28
873914,2012-08-03-11:13:28
465962,2012-08-03-11:13:28
806019,2012-08-03-11:13:29
1201184,2012-08-03-11:13:29
1681781,2012-08-03-11:13:30
1151345,2012-08-03-11:13:35
107271,2012-08-03-11:13:37
952904,2012-08-03-11:13:38
485330,2012-08-03-11:13:39
1366674,2012-08-03-11:13:40
541640,2012-08-03-11:13:40
1027127,2012-08-03-11:13:40
975701,2012-08-03-11:13:44
71009,2012-08-03-11:13:44
435180,2012-08-03-11:13:46
653747,2012-08-03-11:13:47
1596014,2012-08-03-11:13:47
1622907,2012-08-03-11:13:50
1622907,2012-08-03-11:13:50
1507117,2012-08-03-11:13:55
1034268,2012-08-03-11:13:56
333185,2012-08-03-11:14:01
1595154,2012-08-03-11:14:02
547640,2012-08-03-11:14:03
883247,2012-08-03-11:14:09
29442,2012-08-03-11:14:10
544712,2012-08-03-11:14:12
1049971,2012-08-03-11:14:12
203653,2012-08-03-11:14:13
518607,2012-08-03-11:14:14
535912,2012-08-03-11:14:18
977138,2012-08-03-11:14:18
216013,2012-08-03-11:14:23
5553,2012-08-03-11:14:26
1115852,2012-08-03-11:14:27
830006,2012-08-03-11:14:33
1530313,2012-08-03-11:14:33
340458,2012-08-03-11:14:34
324411,2012-08-03-11:14:34
1522103,2012-08-03-11:14:35
1624711,2012-08-03-11:14:43
1624711,2012-08-03-11:14:43
40953,2012-08-03-11:14:47
801116,2012-08-03-11:14:48
1666528,2012-08-03-11:14:49
829567,2012-08-03-11:14:49
254301,2012-08-03-11:14:49
1488300,2012-08-03-11:14:50
970136,2012-08-03-11:14:50
63006,2012-08-03-11:14:53
438909,2012-08-03-11:14:59
1572854,2012-08-03-11:15:00
1545819,2012-08-03-11:15:01
600259,2012-08-03-11:15:02
1095184,2012-08-03-11:15:02
392424,2012-08-03-11:15:04
1456631,2012-08-03-11:15:05
1053900,2012-08-03-11:15:06
357072,2012-08-03-11:15:07
427334,2012-08-03-11:15:07
972702,2012-08-03-11:15:13
1665499,2012-08-03-11:15:15
290987,2012-08-03-11:15:15
55147,2012-08-03-11:15:16
1617424,2012-08-03-11:15:16
77774,2012-08-03-11:15:21
974348,2012-08-03-11:15:25
410978,2012-08-03-11:15:26
221911,2012-08-03-11:15:30
327240,2012-08-03-11:15:32
930080,2012-08-03-11:15:33
742813,2012-08-03-11:15:35
501704,2012-08-03-11:15:44
520542,2012-08-03-11:15:44
1511685,2012-08-03-11:15:44
1238976,2012-08-03-11:15:46
1456720,2012-08-03-11:15:50
8354,2012-08-03-11:15:54
1188602,2012-08-03-11:15:55
876720,2012-08-03-11:15:56
1625159,2012-08-03-11:15:58
1625159,2012-08-03-11:15:58
481213,2012-08-03-11:15:59
233456,2012-08-03-11:16:00
932598,2012-08-03-11:16:07
940894,2012-08-03-11:16:10
385846,2012-08-03-11:16:10
258729,2012-08-03-11:16:10
998770,2012-08-03-11:16:11
382622,2012-08-03-11:16:13
123215,2012-08-03-11:16:13
240264,2012-08-03-11:16:13
543190,2012-08-03-11:16:14
327858,2012-08-03-11:16:18
179843,2012-08-03-11:16:18
426760,2012-08-03-11:16:22
709661,2012-08-03-11:16:25
1202134,2012-08-03-11:16:28
1134597,2012-08-03-11:16:29
1680444,2012-08-03-11:16:31
925915,2012-08-03-11:16:32
1209696,2012-08-03-11:16:32
964185,2012-08-03-11:16:35
1572447,2012-08-03-11:16:35
1164385,2012-08-03-11:16:36
842699,2012-08-03-11:16:38
333916,2012-08-03-11:16:38
1293378,2012-08-03-11:16:38
423514,2012-08-03-11:16:39
224301,2012-08-03-11:16:39
888982,2012-08-03-11:16:43
227807,2012-08-03-11:16:44
512232,2012-08-03-11:16:45
905399,2012-08-03-11:16:46
746273,2012-08-03-11:16:46
96739,2012-08-03-11:16:47
238121,2012-08-03-11:16:50
120355,2012-08-03-11:16:51
1240004,2012-08-03-11:16:52
1163491,2012-08-03-11:16:53
246180,2012-08-03-11:16:54
940072,2012-08-03-11:16:55
302364,2012-08-03-11:16:57
938940,2012-08-03-11:16:58
159580,2012-08-03-11:16:58
163617,2012-08-03-11:17:02
1458069,2012-08-03-11:17:04
465508,2012-08-03-11:17:11
465508,2012-08-03-11:17:11
391883,2012-08-03-11:17:13
40263,2012-08-03-11:17:14
1563672,2012-08-03-11:17:15
1550718,2012-08-03-11:17:16
105534,2012-08-03-11:17:16
325826,2012-08-03-11:17:23
804218,2012-08-03-11:17:27
1538362,2012-08-03-11:17:27
53321,2012-08-03-11:17:28
614476,2012-08-03-11:17:28
798769,2012-08-03-11:17:31
1715801,2012-08-03-11:17:33
1465833,2012-08-03-11:17:33
400268,2012-08-03-11:17:33
1137963,2012-08-03-11:17:35
589504,2012-08-03-11:17:42
957855,2012-08-03-11:17:44
425635,2012-08-03-11:17:47
1019912,2012-08-03-11:17:47
1584048,2012-08-03-11:17:47
718695,2012-08-03-11:17:52
1527060,2012-08-03-11:17:53
249309,2012-08-03-11:17:56
1460171,2012-08-03-11:17:58
1595154,2012-08-03-11:18:00
1489350,2012-08-03-11:18:02
52544,2012-08-03-11:18:06
241794,2012-08-03-11:18:08
1255147,2012-08-03-11:18:09
1372674,2012-08-03-11:18:10
383777,2012-08-03-11:18:12
614161,2012-08-03-11:18:13
1359113,2012-08-03-11:18:15
942505,2012-08-03-11:18:16
1186115,2012-08-03-11:18:17
1704979,2012-08-03-11:18:18
1372674,2012-08-03-11:18:22
1614130,2012-08-03-11:18:22
510822,2012-08-03-11:18:23
215046,2012-08-03-11:18:27
1563850,2012-08-03-11:18:28
945397,2012-08-03-11:18:31
547640,2012-08-03-11:18:32
290331,2012-08-03-11:18:34
950354,2012-08-03-11:18:37
1015902,2012-08-03-11:18:37
1013541,2012-08-03-11:18:40
336523,2012-08-03-11:18:41
308509,2012-08-03-11:18:44
774279,2012-08-03-11:18:46
604441,2012-08-03-11:18:46
957643,2012-08-03-11:18:49
808777,2012-08-03-11:18:50
541478,2012-08-03-11:18:50
51031,2012-08-03-11:18:56
514516,2012-08-03-11:18:59
602928,2012-08-03-11:19:02
1463795,2012-08-03-11:19:05
358433,2012-08-03-11:19:05
695095,2012-08-03-11:19:13
265649,2012-08-03-11:19:13
63845,2012-08-03-11:19:15
448543,2012-08-03-11:19:17
1517302,2012-08-03-11:19:17
507200,2012-08-03-11:19:18
1279752,2012-08-03-11:19:22
996820,2012-08-03-11:19:23
1325422,2012-08-03-11:19:24
1144365,2012-08-03-11:19:28
27329,2012-08-03-11:19:30
249364,2012-08-03-11:19:30
685957,2012-08-03-11:19:32
765276,2012-08-03-11:19:41
1203769,2012-08-03-11:19:43
228823,2012-08-03-11:19:45
62487,2012-08-03-11:19:48
242992,2012-08-03-11:19:51
65109,2012-08-03-11:19:52
1233968,2012-08-03-11:19:57
1220061,2012-08-03-11:19:57
1566833,2012-08-03-11:19:58
1153090,2012-08-03-11:19:59
1361228,2012-08-03-11:20:00
631271,2012-08-03-11:20:00
963890,2012-08-03-11:20:01
1073435,2012-08-03-11:20:02
1073435,2012-08-03-11:20:02
98830,2012-08-03-11:20:04
259548,2012-08-03-11:20:11
264060,2012-08-03-11:20:11
111938,2012-08-03-11:20:12
1498823,2012-08-03-11:20:13
1497170,2012-08-03-11:20:14
1680444,2012-08-03-11:20:17
650289,2012-08-03-11:20:18
68873,2012-08-03-11:20:18
1251631,2012-08-03-11:20:19
846308,2012-08-03-11:20:21
1632388,2012-08-03-11:20:25
688550,2012-08-03-11:20:25
862143,2012-08-03-11:20:26
878594,2012-08-03-11:20:27
1530313,2012-08-03-11:20:28
1604270,2012-08-03-11:20:29
1596014,2012-08-03-11:20:35
858933,2012-08-03-11:20:39
730092,2012-08-03-11:20:40
1234832,2012-08-03-11:20:46
252225,2012-08-03-11:20:49
807073,2012-08-03-11:20:54
621570,2012-08-03-11:20:54
671622,2012-08-03-11:20:57
1190232,2012-08-03-11:20:59
404672,2012-08-03-11:21:00
1204940,2012-08-03-11:21:01
60198,2012-08-03-11:21:07
1292542,2012-08-03-11:21:09
1270350,2012-08-03-11:21:10
377176,2012-08-03-11:21:14
462499,2012-08-03-11:21:15
26644,2012-08-03-11:21:17
932627,2012-08-03-11:21:21
412411,2012-08-03-11:21:24
695564,2012-08-03-11:21:26
748249,2012-08-03-11:21:26
433403,2012-08-03-11:21:28
860597,2012-08-03-11:21:30
631949,2012-08-03-11:21:32
741334,2012-08-03-11:21:32
496571,2012-08-03-11:21:37
1695930,2012-08-03-11:21:37
258718,2012-08-03-11:21:37
662025,2012-08-03-11:21:41
1660834,2012-08-03-11:21:44
895576,2012-08-03-11:21:46
299952,2012-08-03-11:21:47
665492,2012-08-03-11:21:48
1689678,2012-08-03-11:21:49
1547904,2012-08-03-11:21:52
986156,2012-08-03-11:21:56
548971,2012-08-03-11:21:57
1377625,2012-08-03-11:21:58
605305,2012-08-03-11:21:58
437026,2012-08-03-11:22:00
558611,2012-08-03-11:22:02
1641973,2012-08-03-11:22:05
71803,2012-08-03-11:22:05
721659,2012-08-03-11:22:05
1222492,2012-08-03-11:22:05
1141852,2012-08-03-11:22:09
1460663,2012-08-03-11:22:12
1453793,2012-08-03-11:22:13
599118,2012-08-03-11:22:13
857189,2012-08-03-11:22:15
18371,2012-08-03-11:22:16
1498823,2012-08-03-11:22:19
1569280,2012-08-03-11:22:21
1735181,2012-08-03-11:22:22
73622,2012-08-03-11:22:23
519745,2012-08-03-11:22:25
392245,2012-08-03-11:22:25
1018269,2012-08-03-11:22:25
157800,2012-08-03-11:22:27
1577747,2012-08-03-11:22:29
900440,2012-08-03-11:22:31
91608,2012-08-03-11:22:31
53897,2012-08-03-11:22:35
63845,2012-08-03-11:22:35
1589395,2012-08-03-11:22:37
941997,2012-08-03-11:22:45
567357,2012-08-03-11:22:47
967467,2012-08-03-11:22:47
1520805,2012-08-03-11:22:51
795208,2012-08-03-11:22:52
280467,2012-08-03-11:22:52
1290845,2012-08-03-11:22:54
466763,2012-08-03-11:22:58
585316,2012-08-03-11:23:04
999899,2012-08-03-11:23:06
435992,2012-08-03-11:23:08
741979,2012-08-03-11:23:08
264721,2012-08-03-11:23:10
1640492,2012-08-03-11:23:12
1542957,2012-08-03-11:23:13
394850,2012-08-03-11:23:13
1089443,2012-08-03-11:23:14
86322,2012-08-03-11:23:15
1498697,2012-08-03-11:23:17
1238430,2012-08-03-11:23:17
781728,2012-08-03-11:23:18
54979,2012-08-03-11:23:19
219714,2012-08-03-11:23:20
1506134,2012-08-03-11:23:27
502701,2012-08-03-11:23:29
1478311,2012-08-03-11:23:30
1537440,2012-08-03-11:23:31
1261456,2012-08-03-11:23:33
670889,2012-08-03-11:23:34
227675,2012-08-03-11:23:36
801383,2012-08-03-11:23:41
1540303,2012-08-03-11:23:41
803647,2012-08-03-11:23:42
473536,2012-08-03-11:23:47
947664,2012-08-03-11:23:48
4451,2012-08-03-11:23:51
415429,2012-08-03-11:23:54
1484209,2012-08-03-11:23:55
600786,2012-08-03-11:24:01
99955,2012-08-03-11:24:02
241232,2012-08-03-11:24:04
364961,2012-08-03-11:24:07
975963,2012-08-03-11:24:07
188677,2012-08-03-11:24:07
637467,2012-08-03-11:24:08
86972,2012-08-03-11:24:08
562488,2012-08-03-11:24:10
117916,2012-08-03-11:24:10
1473478,2012-08-03-11:24:11
1079212,2012-08-03-11:24:13
1512390,2012-08-03-11:24:13
95940,2012-08-03-11:24:14
1606047,2012-08-03-11:24:14
445883,2012-08-03-11:24:16
866428,2012-08-03-11:24:23
848266,2012-08-03-11:24:24
371803,2012-08-03-11:24:24
580758,2012-08-03-11:24:29
418355,2012-08-03-11:24:33
71680,2012-08-03-11:24:35
1238785,2012-08-03-11:24:36
900717,2012-08-03-11:24:36
9703,2012-08-03-11:24:37
1070672,2012-08-03-11:24:38
1070672,2012-08-03-11:24:38
25819,2012-08-03-11:24:39
937288,2012-08-03-11:24:40
543137,2012-08-03-11:24:43
59120,2012-08-03-11:24:43
1666926,2012-08-03-11:24:44
1029636,2012-08-03-11:24:47
424860,2012-08-03-11:24:48
421903,2012-08-03-11:24:50
302547,2012-08-03-11:24:51
225670,2012-08-03-11:24:53
642951,2012-08-03-11:24:55
82516,2012-08-03-11:24:55
890594,2012-08-03-11:25:06
16600,2012-08-03-11:25:06
82409,2012-08-03-11:25:10
874562,2012-08-03-11:25:11
40263,2012-08-03-11:25:14
939946,2012-08-03-11:25:16
1213855,2012-08-03-11:25:16
476217,2012-08-03-11:25:22
471681,2012-08-03-11:25:25
1019689,2012-08-03-11:25:25
791787,2012-08-03-11:25:26
1769919,2012-08-03-11:25:26
866289,2012-08-03-11:25:29
1248269,2012-08-03-11:25:29
421971,2012-08-03-11:25:29
154240,2012-08-03-11:25:33
1494755,2012-08-03-11:25:35
86972,2012-08-03-11:25:38
1485866,2012-08-03-11:25:39
714357,2012-08-03-11:25:39
852738,2012-08-03-11:25:41
1481054,2012-08-03-11:25:41
78028,2012-08-03-11:25:41
397504,2012-08-03-11:25:42
830918,2012-08-03-11:25:43
101494,2012-08-03-11:25:44
648472,2012-08-03-11:25:45
526098,2012-08-03-11:25:48
637678,2012-08-03-11:25:48
1513142,2012-08-03-11:25:48
328722,2012-08-03-11:25:49
63682,2012-08-03-11:25:53
1349025,2012-08-03-11:25:56
671229,2012-08-03-11:25:59
581237,2012-08-03-11:26:07
250541,2012-08-03-11:26:07
1559786,2012-08-03-11:26:10
45087,2012-08-03-11:26:11
443848,2012-08-03-11:26:11
1032,2012-08-03-11:26:12
436522,2012-08-03-11:26:12
929233,2012-08-03-11:26:13
914280,2012-08-03-11:26:14
886703,2012-08-03-11:26:20
472263,2012-08-03-11:26:21
282532,2012-08-03-11:26:22
6602,2012-08-03-11:26:23
392865,2012-08-03-11:26:31
651622,2012-08-03-11:26:32
999393,2012-08-03-11:26:32
1715823,2012-08-03-11:26:38
495363,2012-08-03-11:26:39
1189993,2012-08-03-11:26:41
1451905,2012-08-03-11:26:44
1440052,2012-08-03-11:26:53
1186795,2012-08-03-11:26:53
718332,2012-08-03-11:26:59
254949,2012-08-03-11:27:01
1656238,2012-08-03-11:27:03
1237602,2012-08-03-11:27:04
933473,2012-08-03-11:27:05
237154,2012-08-03-11:27:05
12934,2012-08-03-11:27:06
465750,2012-08-03-11:27:07
465750,2012-08-03-11:27:07
1095035,2012-08-03-11:27:12
409016,2012-08-03-11:27:15
3782,2012-08-03-11:27:16
1525353,2012-08-03-11:27:16
510135,2012-08-03-11:27:16
1448963,2012-08-03-11:27:20
960084,2012-08-03-11:27:21
1271060,2012-08-03-11:27:21
1716808,2012-08-03-11:27:24
957487,2012-08-03-11:27:25
1542275,2012-08-03-11:27:29
413304,2012-08-03-11:27:32
815755,2012-08-03-11:27:35
1076189,2012-08-03-11:27:36
877504,2012-08-03-11:27:41
1524404,2012-08-03-11:27:47
855188,2012-08-03-11:27:48
434472,2012-08-03-11:27:57
532625,2012-08-03-11:28:00
386970,2012-08-03-11:28:02
1687796,2012-08-03-11:28:06
562805,2012-08-03-11:28:07
27033,2012-08-03-11:28:08
1673365,2012-08-03-11:28:08
1502819,2012-08-03-11:28:08
449052,2012-08-03-11:28:10
1166480,2012-08-03-11:28:12
1256267,2012-08-03-11:28:16
916680,2012-08-03-11:28:16
269948,2012-08-03-11:28:17
371306,2012-08-03-11:28:18
993831,2012-08-03-11:28:22
342434,2012-08-03-11:28:24
11748,2012-08-03-11:28:24
1627443,2012-08-03-11:28:26
1627443,2012-08-03-11:28:26
1193413,2012-08-03-11:28:27
1481673,2012-08-03-11:28:29
968689,2012-08-03-11:28:31
1214413,2012-08-03-11:28:31
177975,2012-08-03-11:28:34
611379,2012-08-03-11:28:35
957360,2012-08-03-11:28:38
72420,2012-08-03-11:28:41
70034,2012-08-03-11:28:43
346705,2012-08-03-11:28:45
1584868,2012-08-03-11:28:45
1366700,2012-08-03-11:28:51
1489994,2012-08-03-11:28:53
807535,2012-08-03-11:28:56
457704,2012-08-03-11:28:56
1463222,2012-08-03-11:28:58
598390,2012-08-03-11:28:58
1144046,2012-08-03-11:28:59
880906,2012-08-03-11:28:59
552410,2012-08-03-11:29:01
232251,2012-08-03-11:29:03
1301868,2012-08-03-11:29:04
1220443,2012-08-03-11:29:05
354198,2012-08-03-11:29:07
528456,2012-08-03-11:29:11
1365112,2012-08-03-11:29:13
1328078,2012-08-03-11:29:13
1060399,2012-08-03-11:29:13
665492,2012-08-03-11:29:14
584422,2012-08-03-11:29:15
1520616,2012-08-03-11:29:16
85238,2012-08-03-11:29:27
730747,2012-08-03-11:29:27
149129,2012-08-03-11:29:30
225670,2012-08-03-11:29:31
178270,2012-08-03-11:29:32
498272,2012-08-03-11:29:33
67179,2012-08-03-11:29:33
116139,2012-08-03-11:29:34
75884,2012-08-03-11:29:35
1437683,2012-08-03-11:29:37
892098,2012-08-03-11:29:37
938467,2012-08-03-11:29:38
117989,2012-08-03-11:29:40
1480619,2012-08-03-11:29:45
942540,2012-08-03-11:29:45
505365,2012-08-03-11:29:46
327315,2012-08-03-11:29:48
1188576,2012-08-03-11:29:48
489852,2012-08-03-11:29:55
24217,2012-08-03-11:29:59
841539,2012-08-03-11:30:04
1625548,2012-08-03-11:30:05
997284,2012-08-03-11:30:05
1625548,2012-08-03-11:30:05
584270,2012-08-03-11:30:06
1495774,2012-08-03-11:30:07
952904,2012-08-03-11:30:09
56522,2012-08-03-11:30:09
912580,2012-08-03-11:30:10
398578,2012-08-03-11:30:11
730095,2012-08-03-11:30:11
914027,2012-08-03-11:30:11
72843,2012-08-03-11:30:15
460121,2012-08-03-11:30:20
1226218,2012-08-03-11:30:20
460121,2012-08-03-11:30:20
569195,2012-08-03-11:30:22
1096216,2012-08-03-11:30:25
939946,2012-08-03-11:30:25
616921,2012-08-03-11:30:28
1645268,2012-08-03-11:30:30
1145663,2012-08-03-11:30:30
951955,2012-08-03-11:30:30
214877,2012-08-03-11:30:36
1728167,2012-08-03-11:30:37
31134,2012-08-03-11:30:38
934536,2012-08-03-11:30:44
258860,2012-08-03-11:30:46
226944,2012-08-03-11:30:47
831520,2012-08-03-11:30:48
872475,2012-08-03-11:30:48
249197,2012-08-03-11:30:48
943449,2012-08-03-11:30:51
47450,2012-08-03-11:30:51
1604310,2012-08-03-11:30:54
1514390,2012-08-03-11:30:55
488662,2012-08-03-11:30:56
1558521,2012-08-03-11:30:56
55791,2012-08-03-11:30:56
481911,2012-08-03-11:30:58
1465810,2012-08-03-11:30:58
483709,2012-08-03-11:31:03
585661,2012-08-03-11:31:03
429545,2012-08-03-11:31:03
1588235,2012-08-03-11:31:03
927159,2012-08-03-11:31:05
922992,2012-08-03-11:31:05
773618,2012-08-03-11:31:06
891144,2012-08-03-11:31:06
1141936,2012-08-03-11:31:12
1485934,2012-08-03-11:31:14
1479543,2012-08-03-11:31:18
507770,2012-08-03-11:31:19
1687418,2012-08-03-11:31:19
1719370,2012-08-03-11:31:20
1210224,2012-08-03-11:31:20
842646,2012-08-03-11:31:23
1495826,2012-08-03-11:31:23
1095472,2012-08-03-11:31:27
292686,2012-08-03-11:31:27
876828,2012-08-03-11:31:29
968293,2012-08-03-11:31:30
303827,2012-08-03-11:31:31
1232912,2012-08-03-11:31:38
1413413,2012-08-03-11:31:44
588176,2012-08-03-11:31:47
1322950,2012-08-03-11:31:47
1332769,2012-08-03-11:31:53
498655,2012-08-03-11:31:55
536113,2012-08-03-11:31:57
1249927,2012-08-03-11:32:03
78706,2012-08-03-11:32:03
823748,2012-08-03-11:32:04
1508460,2012-08-03-11:32:04
256311,2012-08-03-11:32:04
149008,2012-08-03-11:32:06
1473667,2012-08-03-11:32:08
16138,2012-08-03-11:32:10
583033,2012-08-03-11:32:11
20159,2012-08-03-11:32:11
442717,2012-08-03-11:32:12
499346,2012-08-03-11:32:15
365616,2012-08-03-11:32:15
1281681,2012-08-03-11:32:15
1612848,2012-08-03-11:32:15
226408,2012-08-03-11:32:17
279987,2012-08-03-11:32:18
930504,2012-08-03-11:32:19
1195255,2012-08-03-11:32:23
674385,2012-08-03-11:32:23
904999,2012-08-03-11:32:24
489239,2012-08-03-11:32:26
808956,2012-08-03-11:32:26
1725178,2012-08-03-11:32:26
855653,2012-08-03-11:32:29
931842,2012-08-03-11:32:31
476753,2012-08-03-11:32:32
234562,2012-08-03-11:32:32
1707947,2012-08-03-11:32:38
662025,2012-08-03-11:32:39
551781,2012-08-03-11:32:41
455876,2012-08-03-11:32:46
919725,2012-08-03-11:32:46
9513,2012-08-03-11:32:48
847137,2012-08-03-11:32:49
1505377,2012-08-03-11:32:49
1098229,2012-08-03-11:32:53
1564810,2012-08-03-11:32:53
1603745,2012-08-03-11:32:56
676293,2012-08-03-11:32:57
576922,2012-08-03-11:32:58
1611539,2012-08-03-11:32:58
272901,2012-08-03-11:33:00
1663049,2012-08-03-11:33:01
1370880,2012-08-03-11:33:03
71794,2012-08-03-11:33:04
311542,2012-08-03-11:33:05
1000835,2012-08-03-11:33:06
955412,2012-08-03-11:33:08
515843,2012-08-03-11:33:11
1497513,2012-08-03-11:33:11
1392539,2012-08-03-11:33:13
905398,2012-08-03-11:33:17
151357,2012-08-03-11:33:18
471681,2012-08-03-11:33:19
1150380,2012-08-03-11:33:22
551611,2012-08-03-11:33:24
790827,2012-08-03-11:33:25
1072973,2012-08-03-11:33:27
897206,2012-08-03-11:33:27
1072973,2012-08-03-11:33:27
1221070,2012-08-03-11:33:27
881752,2012-08-03-11:33:29
1505511,2012-08-03-11:33:29
363294,2012-08-03-11:33:32
1589673,2012-08-03-11:33:35
1373968,2012-08-03-11:33:36
70588,2012-08-03-11:33:39
979277,2012-08-03-11:33:40
343250,2012-08-03-11:33:43
1264349,2012-08-03-11:33:46
588152,2012-08-03-11:33:47
627725,2012-08-03-11:33:48
916629,2012-08-03-11:33:50
482440,2012-08-03-11:33:51
309641,2012-08-03-11:33:51
244665,2012-08-03-11:33:51
253795,2012-08-03-11:33:51
923798,2012-08-03-11:33:52
851614,2012-08-03-11:33:55
244085,2012-08-03-11:33:55
633307,2012-08-03-11:33:57
1210999,2012-08-03-11:33:57
34629,2012-08-03-11:33:58
72057,2012-08-03-11:33:58
1786552,2012-08-03-11:33:59
920317,2012-08-03-11:33:59
1031701,2012-08-03-11:34:02
848541,2012-08-03-11:34:04
845818,2012-08-03-11:34:05
1190429,2012-08-03-11:34:05
619272,2012-08-03-11:34:05
556175,2012-08-03-11:34:06
214180,2012-08-03-11:34:06
428343,2012-08-03-11:34:07
1137628,2012-08-03-11:34:09
1565683,2012-08-03-11:34:09
236527,2012-08-03-11:34:09
348767,2012-08-03-11:34:11
894923,2012-08-03-11:34:12
796433,2012-08-03-11:34:13
1182491,2012-08-03-11:34:14
529523,2012-08-03-11:34:16
1665404,2012-08-03-11:34:18
954122,2012-08-03-11:34:19
438083,2012-08-03-11:34:20
26110,2012-08-03-11:34:21
880906,2012-08-03-11:34:24
1271133,2012-08-03-11:34:24
1075592,2012-08-03-11:34:25
604972,2012-08-03-11:34:25
454206,2012-08-03-11:34:26
235244,2012-08-03-11:34:30
893540,2012-08-03-11:34:32
962304,2012-08-03-11:34:33
1287782,2012-08-03-11:34:36
1264238,2012-08-03-11:34:37
60377,2012-08-03-11:34:37
966292,2012-08-03-11:34:38
217329,2012-08-03-11:34:38
1480817,2012-08-03-11:34:40
1559416,2012-08-03-11:34:40
276969,2012-08-03-11:34:41
553990,2012-08-03-11:34:43
1289127,2012-08-03-11:34:46
1201422,2012-08-03-11:34:49
386970,2012-08-03-11:34:50
270055,2012-08-03-11:34:55
910739,2012-08-03-11:35:01
258199,2012-08-03-11:35:01
1530896,2012-08-03-11:35:03
1057969,2012-08-03-11:35:06
1031612,2012-08-03-11:35:07
1027139,2012-08-03-11:35:09
645178,2012-08-03-11:35:11
318345,2012-08-03-11:35:13
1040544,2012-08-03-11:35:14
263991,2012-08-03-11:35:14
1007179,2012-08-03-11:35:15
726832,2012-08-03-11:35:15
1492038,2012-08-03-11:35:17
53556,2012-08-03-11:35:21
1511490,2012-08-03-11:35:21
216050,2012-08-03-11:35:25
1577966,2012-08-03-11:35:26
491959,2012-08-03-11:35:27
507641,2012-08-03-11:35:28
35597,2012-08-03-11:35:30
1466996,2012-08-03-11:35:35
1654239,2012-08-03-11:35:36
816252,2012-08-03-11:35:36
420382,2012-08-03-11:35:37
154240,2012-08-03-11:35:38
274144,2012-08-03-11:35:38
826535,2012-08-03-11:35:40
975331,2012-08-03-11:35:40
556175,2012-08-03-11:35:41
1619222,2012-08-03-11:35:42
427441,2012-08-03-11:35:43
421341,2012-08-03-11:35:46
842664,2012-08-03-11:35:47
84755,2012-08-03-11:35:49
987253,2012-08-03-11:35:50
689695,2012-08-03-11:35:52
1461902,2012-08-03-11:35:55
44910,2012-08-03-11:35:55
13838,2012-08-03-11:35:57
1646383,2012-08-03-11:35:58
35017,2012-08-03-11:35:58
846727,2012-08-03-11:36:01
220846,2012-08-03-11:36:02
1010908,2012-08-03-11:36:04
20651,2012-08-03-11:36:04
863400,2012-08-03-11:36:05
888539,2012-08-03-11:36:06
35017,2012-08-03-11:36:06
1578986,2012-08-03-11:36:06
905398,2012-08-03-11:36:08
808624,2012-08-03-11:36:10
1477995,2012-08-03-11:36:13
