source,target
450382,859656
859656,450382
450382,863637
863637,450382
450382,893850
893850,450382
450382,900244
900244,450382
450382,903338
903338,450382
450382,908462
450382,908601
908601,450382
450382,914459
914459,450382
450382,921249
921249,450382
450382,934524
934524,450382
450382,1086903
1086903,450382
450382,1289433
1289433,450382
450382,1451349
1451349,450382
450382,1470199
1470199,450382
450382,1475035
1475035,450382
450382,1490147
450382,1494650
1494650,450382
450382,1497717
1497717,450382
450382,1498054
1498054,450382
450382,1508567
1508567,450382
450382,1511276
1511276,450382
450382,1521520
1521520,450382
450543,1039616
450543,1455006
450543,1567120
450576,818440
818440,450576
450576,899653
450576,1448661
450641,2615
2615,450641
450641,899653
450792,503775
503775,450792
450797,134833
134833,450797
450797,633008
450797,971218
450904,908462
450904,1483433
450910,68639
450910,71803
450910,220360
450910,241232
450910,420771
420771,450910
450910,452611
450910,474659
450910,489915
450910,495778
450910,813102
813102,450910
450910,846241
450910,854236
854236,450910
450910,893769
450910,898586
898586,450910
450910,1483544
450910,1487740
451122,502885
451339,4305
4305,451339
451339,40484
40484,451339
451339,54858
451339,71735
71735,451339
451339,145780
145780,451339
451339,159580
451339,237878
451339,250594
250594,451339
451339,275520
275520,451339
451339,333916
333916,451339
451339,430579
430579,451339
451339,430876
430876,451339
451339,435003
451339,459877
459877,451339
451339,489157
489157,451339
451339,518797
518797,451339
451339,522883
522883,451339
451339,610916
610916,451339
451339,678509
678509,451339
451339,806704
451339,837181
837181,451339
451339,894148
894148,451339
451339,895946
895946,451339
451339,908462
451339,912911
912911,451339
451339,987281
451339,1226909
451339,1301184
1301184,451339
451339,1347573
1347573,451339
451339,1488289
1488289,451339
451339,1520706
1520706,451339
451339,1666926
1666926,451339
451339,1696169
1696169,451339
451366,1570922
1570922,451366
451438,1507398
451717,486061
451717,504226
504226,451717
451717,1488475
1488475,451717
451721,14532
14532,451721
451721,59120
59120,451721
451721,436090
451721,824664
824664,451721
451721,897428
451721,898404
898404,451721
451721,959290
959290,451721
451721,973399
451916,10477
451916,51132
51132,451916
451916,260398
260398,451916
451916,465755
465755,451916
451916,551781
451916,646989
451916,867656
451916,891757
451916,908462
451916,973399
451916,1108976
1108976,451916
451916,1624007
1624007,451916
452154,908462
452154,995324
995324,452154
452154,1007343
452154,1369010
1369010,452154
452154,1675275
452235,1198000
1198000,452235
452374,40026
452374,105546
105546,452374
452374,437552
437552,452374
452374,440962
440962,452374
452374,498274
498274,452374
452374,551781
452374,1390124
1390124,452374
452611,371888
452611,908462
452611,1487396
1487396,452611
452765,45636
45636,452765
452765,908462
452845,24249
24249,452845
452845,817789
817789,452845
453006,90437
90437,453006
453006,1078734
1078734,453006
453006,1115155
1115155,453006
453006,1222971
1222971,453006
453006,1462781
453098,219055
219055,453098
453098,526226
526226,453098
453098,526672
526672,453098
453098,621304
621304,453098
453098,1485999
1485999,453098
453098,1670033
1670033,453098
453156,436705
453156,827603
453162,489743
453162,492961
453162,897428
453208,249242
249242,453208
453208,527017
527017,453208
453312,34095
453312,428263
428263,453312
453312,673856
673856,453312
453312,866428
866428,453312
453312,999921
999921,453312
453312,1301500
1301500,453312
453312,1546204
1546204,453312
453547,478114
453973,4305
453973,25000
25000,453973
453973,55536
453973,71735
453973,123440
453973,451339
453973,614438
614438,453973
453973,622486
622486,453973
453973,711932
711932,453973
453973,1347573
453973,1666926
1666926,453973
453994,908462
454051,818689
818689,454051
454051,900244
900244,454051
454142,908462
454142,1089443
1089443,454142
454142,1520616
454164,324556
324556,454164
454164,1053072
1053072,454164
454170,145780
454170,908462
454170,1317157
454206,55536
454206,388046
388046,454206
454206,436521
454206,466556
454206,466591
454206,470608
454206,640609
640609,454206
454206,688799
688799,454206
454206,829567
454206,894121
454206,897428
454206,934974
454206,993819
993819,454206
454206,1314976
454206,1322439
454206,1324046
1324046,454206
454206,1467578
454206,1544204
454298,28559
454298,41172
454298,222077
454298,269480
454298,448436
454298,461711
454298,467080
454298,798068
454298,872835
454298,897428
454298,908462
454298,909197
454298,924783
454298,951982
454298,1305241
1305241,454298
454298,1486345
454298,1501663
454298,1506377
454314,325318
325318,454314
454364,454587
454587,454364
454364,856429
856429,454364
454364,865068
454364,890431
454364,897428
454364,1458507
454364,1490020
1490020,454364
454364,1505047
1505047,454364
454399,71735
454399,435003
454399,451339
454399,1717636
454471,804554
454471,1528416
1528416,454471
454482,2420
2420,454482
454482,38312
38312,454482
454482,426947
426947,454482
454482,499319
499319,454482
454482,1284830
1284830,454482
454482,1488442
1488442,454482
454550,895614
454587,2806
2806,454587
454587,454364
454364,454587
454587,535845
535845,454587
454587,588546
588546,454587
454615,436705
454615,908462
454615,1035762
1035762,454615
454615,1464987
1464987,454615
454620,322399
322399,454620
454623,39882
39882,454623
454623,94289
94289,454623
454623,112191
112191,454623
454623,225690
225690,454623
454623,229213
229213,454623
454623,238372
238372,454623
454623,250594
250594,454623
454623,280538
280538,454623
454623,281239
281239,454623
454623,380388
380388,454623
454623,420791
420791,454623
454623,434124
434124,454623
454623,482880
482880,454623
454623,504170
504170,454623
454623,526669
526669,454623
454623,761847
761847,454623
454623,808954
808954,454623
454623,837181
837181,454623
454623,837467
837467,454623
454623,840075
840075,454623
454623,908462
454623,919459
919459,454623
454623,930477
930477,454623
454623,996684
996684,454623
454623,1207168
1207168,454623
454623,1242998
1242998,454623
454623,1461887
1461887,454623
454623,1620357
1620357,454623
454623,1672859
1672859,454623
454641,1164463
454718,132214
132214,454718
454718,435148
435148,454718
454718,897428
454718,908462
454718,1383734
1383734,454718
454775,497277
497277,454775
454900,436705
454935,34095
454971,908462
454971,1315227
1315227,454971
454971,1460340
1460340,454971
454971,1508102
1508102,454971
455025,11988
455025,42022
455025,51203
455025,68639
455025,103996
103996,455025
455025,106318
455025,220197
455025,252467
252467,455025
455025,307907
455025,371888
455025,435003
455025,466591
455025,826705
455025,890431
455025,894148
455025,908462
455025,964441
964441,455025
455025,987281
455025,1041927
455025,1508922
455025,1526466
455025,1544204
455202,470246
470246,455202
455202,762429
762429,455202
455298,528687
528687,455298
455298,1579972
1579972,455298
455366,910876
455366,1713747
1713747,455366
455401,20651
455401,711300
711300,455401
455419,242992
242992,455419
455451,1486952
1486952,455451
455522,249197
249197,455522
455522,267228
267228,455522
455522,331250
331250,455522
455522,420771
420771,455522
455522,433403
433403,455522
455522,436705
455522,466556
466556,455522
455522,466591
455522,507408
507408,455522
455522,816252
816252,455522
455522,856652
856652,455522
455522,891188
891188,455522
455522,908462
455522,1248823
1248823,455522
455522,1467578
455522,1513511
1513511,455522
455724,4305
455724,71735
455724,123440
455724,145780
455724,435534
435534,455724
455724,451339
455724,716690
716690,455724
455724,836030
836030,455724
455724,837181
455724,868459
455724,948996
948996,455724
455724,1226909
455724,1666926
1666926,455724
455737,123440
123440,455737
455737,1174404
455737,1461080
455737,1591721
1591721,455737
455811,908462
455811,1311383
455829,256884
455832,2615
2615,455832
455832,231443
231443,455832
455832,856032
856032,455832
455832,908225
908225,455832
455832,908462
455832,1487086
1487086,455832
455832,1487503
455832,1507398
455832,1715801
1715801,455832
455876,991199
455894,214229
214229,455894
455894,436705
455894,828318
455894,1232029
1232029,455894
455931,14238
455931,203026
455931,238228
455931,1446141
455931,1572390
455934,68399
455934,172088
172088,455934
455934,421018
455934,435534
455934,454142
455934,466591
455934,890431
455934,897428
455934,908462
455934,920230
455934,1467578
455934,1480585
1480585,455934
455934,1544204
455934,1683002
1683002,455934
455937,231501
231501,455937
455937,459124
459124,455937
455937,545241
545241,455937
455937,901161
456265,2288
456265,55536
456265,91191
456265,145780
456265,385527
456265,490300
490300,456265
456265,865068
456265,881986
456265,925582
456265,971538
456265,1263093
456265,1311383
456265,1467578
456265,1544204
456354,544939
544939,456354
456644,344063
344063,456644
456644,1212617
456692,908462
456697,16975
456697,55536
456697,68639
456697,219055
456697,371888
456697,492249
456697,801912
456697,806122
806122,456697
456697,896121
896121,456697
456697,908462
456697,1467578
456769,13155
13155,456769
456769,40026
456769,50323
456769,84906
456769,102056
102056,456769
456769,214252
214252,456769
456769,277427
456769,291338
291338,456769
456769,422534
456769,434472
434472,456769
456769,436705
456769,438611
456769,438621
438621,456769
456769,446520
446520,456769
456769,461307
456769,487001
487001,456769
456769,575717
456769,730005
456769,806019
456769,810557
810557,456769
456769,821367
456769,878653
878653,456769
456769,881986
456769,896674
896674,456769
456769,908462
456769,909784
456769,981184
456769,1007828
1007828,456769
456769,1015972
1015972,456769
456769,1145771
1145771,456769
456769,1461064
1461064,456769
456769,1572390
1572390,456769
456861,351
351,456861
456861,41029
41029,456861
456861,92412
92412,456861
456861,236601
236601,456861
456861,238468
238468,456861
456861,254307
254307,456861
456861,275238
275238,456861
456861,342345
342345,456861
456861,408501
408501,456861
456861,426947
426947,456861
456861,435003
435003,456861
456861,457773
456861,466556
466556,456861
456861,484195
456861,492249
492249,456861
456861,641416
641416,456861
456861,801912
801912,456861
456861,827275
827275,456861
456861,869161
869161,456861
456861,891098
891098,456861
456861,891507
891507,456861
456861,897428
456861,908462
456861,1212617
1212617,456861
456861,1245378
1245378,456861
456861,1311383
456861,1455956
1455956,456861
456861,1486574
1486574,456861
456861,1702248
456881,71735
456881,408501
456881,451339
456881,704376
704376,456881
456881,858161
858161,456881
456881,1234624
1234624,456881
456882,73511
73511,456882
456882,93099
93099,456882
456882,97035
97035,456882
456882,110007
110007,456882
456882,212343
212343,456882
456882,296751
296751,456882
456882,314144
314144,456882
456882,606731
606731,456882
456882,613040
613040,456882
456882,618221
618221,456882
456882,819640
819640,456882
456882,878775
878775,456882
456882,920231
920231,456882
456882,938105
938105,456882
456882,941551
941551,456882
456882,1038754
1038754,456882
456882,1588030
1588030,456882
456936,36325
36325,456936
456936,54858
456936,243384
243384,456936
456936,272795
272795,456936
456936,307907
456936,457278
456936,466591
456936,478114
456936,551781
456936,800766
800766,456936
456936,821197
456936,827655
456936,894148
894148,456936
456936,908462
456936,973399
456936,1487290
1487290,456936
456949,1675748
456964,57295
57295,456964
456964,71885
71885,456964
456964,551611
551611,456964
456964,551781
456964,575822
575822,456964
456964,730005
730005,456964
456964,1446141
456964,1660852
1660852,456964
457043,971538
971538,457043
457051,821681
821681,457051
457051,1209696
1209696,457051
457051,1579799
1579799,457051
457088,1240565
1240565,457088
457133,662571
662571,457133
457133,909197
457133,1318259
1318259,457133
457133,1495972
1495972,457133
457133,1583877
1583877,457133
457238,908462
457256,40643
40643,457256
457256,430655
430655,457256
457256,641416
641416,457256
457256,908462
457256,1506377
1506377,457256
457278,371888
457278,404611
404611,457278
457278,509046
509046,457278
457278,897428
457278,908462
908462,457278
457278,1486345
1486345,457278
457379,239382
239382,457379
457379,454623
457379,457773
457773,457379
457379,1511787
1511787,457379
457496,14532
457496,34095
457496,466591
457496,813597
813597,457496
457496,889435
457496,908462
457496,971218
457661,217868
457661,537241
457661,1539498
457704,1189045
1189045,457704
457706,739279
739279,457706
457706,908462
457706,970583
970583,457706
457706,1429596
1429596,457706
457706,1666926
457706,1744215
457757,53105
53105,457757
457773,214254
214254,457773
457773,239382
239382,457773
457773,457379
457379,457773
457773,492917
492917,457773
457773,806019
806019,457773
457773,806704
806704,457773
457773,842697
842697,457773
457773,908462
457773,921738
921738,457773
457773,953793
953793,457773
457773,1221910
1221910,457773
457773,1245378
1245378,457773
457773,1511787
1511787,457773
457824,68639
457824,234575
234575,457824
457824,436705
457824,810557
457824,908462
457930,495544
457930,908462
457930,1505511
1505511,457930
457938,65328
65328,457938
457938,436705
457938,439589
439589,457938
457938,1544204
457947,32079
32079,457947
457947,64404
457947,438010
438010,457947
457947,806294
806294,457947
457947,914341
458039,64404
458039,839273
458039,914341
458059,71735
458059,804040
804040,458059
458059,838595
838595,458059
458089,235757
458089,749474
749474,458089
458089,990789
990789,458089
458089,1214458
1214458,458089
458248,438336
458284,1589274
1589274,458284
458353,908462
458522,2420
2420,458522
458522,27825
27825,458522
458522,459124
458522,908462
458522,1271803
1271803,458522
458522,1454988
1454988,458522
458522,1497270
458642,18309
458642,86808
458642,436705
458642,809356
458642,900630
458642,908462
458756,231802
458756,464881
464881,458756
458756,908462
458756,1203576
1203576,458756
458756,1462034
1462034,458756
458756,1463901
1463901,458756
458765,466591
458765,908462
458830,337272
337272,458830
458830,436705
458830,685496
685496,458830
458830,908462
458871,466591
458871,904854
458871,920230
458932,239382
458932,851134
851134,458932
458932,908462
459038,490749
490749,459038
459038,496146
496146,459038
459038,908462
459038,966009
966009,459038
459038,1536736
459038,1577966
1577966,459038
459071,15911
15911,459071
459071,47501
47501,459071
459071,52132
52132,459071
459071,807691
807691,459071
459071,947664
947664,459071
459071,1007343
1007343,459071
459071,1340016
1340016,459071
459124,2420
2420,459124
459124,50292
50292,459124
459124,102326
102326,459124
459124,224541
224541,459124
459124,455937
455937,459124
459124,466556
466556,459124
459124,924601
924601,459124
459124,987281
987281,459124
459124,1016533
1016533,459124
459124,1071749
1071749,459124
459124,1170536
1170536,459124
459124,1217000
1217000,459124
459124,1251713
1251713,459124
459124,1497270
459124,1513570
1513570,459124
459124,1569555
1569555,459124
459124,1638018
1638018,459124
459310,295495
295495,459310
459310,1727167
459343,856684
459343,1455006
459476,422664
422664,459476
459476,830751
830751,459476
459484,11988
11988,459484
459484,590394
590394,459484
459484,1089829
1089829,459484
459521,426947
459521,474686
459521,897428
459521,1459657
1459657,459521
459521,1521476
459521,1666926
459592,275136
275136,459592
459592,413242
413242,459592
459592,551781
459592,881986
459592,1531984
1531984,459592
459763,968267
968267,459763
459763,1485741
1485741,459763
459877,20651
459877,40484
40484,459877
459877,123440
123440,459877
459877,145780
145780,459877
459877,249167
249167,459877
459877,253795
253795,459877
459877,283246
283246,459877
459877,352126
352126,459877
459877,364808
364808,459877
459877,435003
435003,459877
459877,451339
451339,459877
459877,474686
474686,459877
459877,506090
506090,459877
459877,663818
663818,459877
459877,665216
665216,459877
459877,785255
785255,459877
459877,912941
912941,459877
459877,1134209
1134209,459877
459877,1174404
1174404,459877
459877,1309439
1309439,459877
459877,1518848
1518848,459877
459877,1643356
1643356,459877
460029,84906
460029,1186732
1186732,460029
460029,1190275
460090,20651
460090,436090
460090,908462
460090,1045627
1045627,460090
460122,59287
59287,460122
460122,218312
218312,460122
460122,234146
234146,460122
460122,402402
460122,562809
562809,460122
460122,603518
603518,460122
460122,933941
933941,460122
460122,935228
460122,1207190
1207190,460122
460122,1531467
1531467,460122
460122,1569280
460167,333916
460211,466591
460246,378140
378140,460246
460246,495544
495544,460246
460246,633008
460246,1041897
460364,347981
460364,551781
460364,1544204
460423,908462
460426,436705
460426,500568
500568,460426
460426,893431
893431,460426
460426,1472050
460487,436705
460487,551781
460487,973399
460602,14532
460602,245718
460602,425640
460602,448436
460602,461307
460602,461654
461654,460602
460602,496675
460602,795805
460602,894148
460602,895614
460602,908462
460602,909197
460602,1271803
460602,1454988
460602,1673734
460619,502548
460662,71735
460662,462060
462060,460662
460956,454587
460956,455522
460956,908462
460956,920230
460956,1487952
1487952,460956
460992,85550
460992,558724
558724,460992
460992,1515551
1515551,460992
460992,1544204
461033,465913
465913,461033
461033,826995
826995,461033
461033,847193
847193,461033
461033,973399
461033,1716808
461099,371888
461099,863084
461099,1467438
1467438,461099
461115,45303
45303,461115
461115,1213673
461115,1577747
1577747,461115
461145,234502
461210,908462
461223,908462
461223,1490123
1490123,461223
461223,1542957
1542957,461223
461307,8175
8175,461307
461307,55236
55236,461307
461307,90118
90118,461307
461307,422534
422534,461307
461307,429890
429890,461307
461307,446520
446520,461307
461307,448436
448436,461307
461307,913827
913827,461307
461307,1465848
1465848,461307
461307,1487639
1487639,461307
461307,1515167
1515167,461307
461307,1543588
1543588,461307
461307,1620364
1620364,461307
461319,20651
461319,83962
83962,461319
461319,908462
461319,1074261
1074261,461319
461319,1285308
1285308,461319
461361,1490123
1490123,461361
461502,436705
461502,688799
688799,461502
461554,444038
444038,461554
461554,794693
794693,461554
461554,908462
461654,448436
461654,460602
460602,461654
461654,894148
461654,895614
461654,908462
461654,909197
461654,1604813
1604813,461654
461654,1673734
461654,1686565
1686565,461654
461711,800651
800651,461711
461711,857340
857340,461711
461711,867656
867656,461711
461711,908462
461711,987281
987281,461711
461711,1271803
1271803,461711
461711,1472811
1472811,461711
461711,1625020
1625020,461711
461821,451721
461821,898404
461881,794211
794211,461881
461881,1514479
1514479,461881
462020,508191
462020,514950
462020,908462
462033,499340
499340,462033
462033,613040
613040,462033
462033,642592
642592,462033
462033,702133
462060,460662
460662,462060
462060,749474
749474,462060
462060,968746
968746,462060
462268,829567
829567,462268
462494,229667
229667,462494
462520,66418
66418,462520
462520,844482
844482,462520
462533,606942
462533,646061
462533,908462
462562,18309
462562,404611
404611,462562
462562,436705
462562,438909
438909,462562
462562,457278
462562,804648
804648,462562
462562,908462
462562,1470115
1470115,462562
462562,1487290
1487290,462562
462562,1507398
462562,1558507
1558507,462562
462562,1577606
1577606,462562
462564,626389
626389,462564
462564,897428
462564,1158888
1158888,462564
462564,1228851
1228851,462564
462564,1323311
1323311,462564
462679,908462
462679,1673940
1673940,462679
462854,793778
793778,462854
462864,354462
354462,462864
462898,53190
462898,371888
462898,1467578
462946,835256
835256,462946
462964,908462
463036,11748
11748,463036
463036,82712
82712,463036
463036,82731
82731,463036
463036,103360
103360,463036
463036,450382
450382,463036
463036,903338
903338,463036
463036,931491
931491,463036
463036,1500781
1500781,463036
463308,20651
463308,566320
463366,849238
463366,1223081
463405,843463
463464,815755
815755,463464
463464,819140
819140,463464
463464,908462
463464,960084
463464,1316895
1316895,463464
463693,71735
463693,75821
75821,463693
463693,509308
463693,521870
463693,908462
463698,850668
850668,463698
463733,47821
47821,463733
463733,71735
463733,231501
463733,466914
463733,467080
467080,463733
463733,551781
463733,815653
815653,463733
463733,908462
463733,914106
463733,973399
463733,998489
998489,463733
463733,1080987
1080987,463733
463733,1506377
1506377,463733
463733,1544204
463736,823999
463736,904579
904579,463736
463736,1325422
1325422,463736
463736,1358409
1358409,463736
463933,269196
269196,463933
463933,492715
492715,463933
463933,592195
592195,463933
463933,1088906
1088906,463933
463933,1194102
1194102,463933
463933,1254318
1254318,463933
463933,1357244
1357244,463933
463933,1660177
1660177,463933
463933,1739307
1739307,463933
463975,71735
463975,494153
494153,463975
463975,688799
688799,463975
463975,844090
844090,463975
463975,853529
463975,908462
463975,1324046
1324046,463975
464181,263530
464181,897428
464181,1498068
1498068,464181
464181,1577606
1577606,464181
464236,436705
464240,340499
464402,51503
464402,436705
464402,839273
464402,908462
464402,973399
464402,1486215
464450,20651
464450,37453
37453,464450
464450,634475
634475,464450
464606,457278
464606,717059
464606,908462
464606,1149968
1149968,464606
464631,274030
274030,464631
464631,1472050
1472050,464631
464881,220499
220499,464881
464881,241199
241199,464881
464881,259017
259017,464881
464881,458756
458756,464881
464881,725388
725388,464881
464881,908462
464881,940489
940489,464881
464881,1463901
1463901,464881
465080,5553
5553,465080
465080,40540
40540,465080
465080,269916
269916,465080
465080,309970
309970,465080
465080,310155
310155,465080
465080,472632
472632,465080
465080,558958
558958,465080
465080,644749
644749,465080
465080,1027254
1027254,465080
465080,1095472
1095472,465080
465080,1129945
1129945,465080
465080,1203576
1203576,465080
465080,1477826
1477826,465080
465080,1520208
1520208,465080
465080,1529697
1529697,465080
465080,1536369
1536369,465080
465080,1614130
1614130,465080
465080,1639271
1639271,465080
465141,551781
465141,826535
465141,953112
953112,465141
465141,973399
465278,1232101
1232101,465278
465287,8968
8968,465287
465287,51203
465287,991199
465349,806019
465349,846354
846354,465349
465366,809356
465366,1015464
1015464,465366
465366,1507398
465522,56804
56804,465522
465522,514569
514569,465522
465522,554715
554715,465522
465522,632204
632204,465522
465522,677852
677852,465522
465522,695615
695615,465522
465522,856609
856609,465522
465522,890431
465522,1459657
1459657,465522
465522,1486345
465522,1611456
1611456,465522
465522,1715823
1715823,465522
465642,42994
465642,397062
397062,465642
465642,805210
805210,465642
465642,810557
465642,908462
465642,1369751
465642,1668163
465643,69730
69730,465643
465643,466591
465643,481419
481419,465643
465643,919803
919803,465643
465643,971218
465643,1044138
1044138,465643
465728,837956
837956,465728
465728,908462
465728,1271803
1271803,465728
465728,1455026
1455026,465728
465751,1038876
1038876,465751
465751,1332761
465755,40026
465755,66418
66418,465755
465755,451916
451916,465755
465755,908462
465755,1049351
465755,1569022
1569022,465755
465755,1630572
1630572,465755
465851,235448
235448,465851
465851,1483405
465851,1544204
465851,1624422
1624422,465851
465913,461033
461033,465913
465913,895614
465913,973399
465913,1015298
1015298,465913
465913,1231350
1231350,465913
465913,1488482
1488482,465913
465924,422872
465924,503833
465924,1002109
1002109,465924
465924,1170017
465924,1467578
465924,1502040
465943,80041
80041,465943
465943,551781
465943,1019382
465943,1520481
1520481,465943
465962,40026
465962,289287
465962,451339
465962,466591
465962,973399
465962,1446141
466002,47839
466002,425640
466002,457278
466002,830079
466002,895614
466002,908462
466085,303224
303224,466085
466085,564144
466085,908462
466103,908462
466134,1600039
1600039,466134
466141,537764
466427,492841
466427,605616
605616,466427
466427,857587
857587,466427
466427,906919
906919,466427
466441,62750
62750,466441
466441,545241
466441,821802
821802,466441
466465,16927
16927,466465
466465,61984
61984,466465
466465,429290
466465,673856
466465,859061
466465,1206547
466465,1546204
466501,1486672
1486672,466501
466501,1507208
1507208,466501
466524,6225
6225,466524
466524,53190
466524,99327
99327,466524
466524,364714
466524,400988
400988,466524
466524,455737
466524,459877
466524,466591
466524,489970
489970,466524
466524,556074
466524,604131
466524,615419
466524,665216
466524,876029
876029,466524
466524,890431
466524,908462
466524,1036519
1036519,466524
466524,1212061
1212061,466524
466524,1518848
1518848,466524
466524,1544204
466524,1551776
466556,2288
2288,466556
466556,53190
53190,466556
466556,61933
61933,466556
466556,68639
68639,466556
466556,68906
68906,466556
466556,71944
71944,466556
466556,107271
107271,466556
466556,217694
217694,466556
466556,229710
229710,466556
466556,235777
235777,466556
466556,236601
236601,466556
466556,241761
241761,466556
466556,244882
244882,466556
466556,275520
275520,466556
466556,364714
364714,466556
466556,439589
439589,466556
466556,449064
449064,466556
466556,455522
455522,466556
466556,456861
456861,466556
466556,459124
459124,466556
466556,466591
466556,493004
493004,466556
466556,499171
499171,466556
466556,507408
507408,466556
466556,606731
606731,466556
466556,673174
673174,466556
466556,814761
814761,466556
466556,817789
817789,466556
466556,826529
826529,466556
466556,847222
847222,466556
466556,859532
859532,466556
466556,861701
466556,865068
865068,466556
466556,872433
872433,466556
466556,891098
891098,466556
466556,894121
466556,915795
915795,466556
466556,925582
925582,466556
466556,935425
466556,1455956
1455956,466556
466556,1457231
1457231,466556
466556,1458961
1458961,466556
466556,1467578
1467578,466556
466556,1481133
1481133,466556
466556,1486345
1486345,466556
466556,1544204
1544204,466556
466591,18194
18194,466591
466591,20651
466591,347981
347981,466591
466591,894121
894121,466591
466591,1467578
466607,40026
466607,74117
74117,466607
466607,264815
466607,452765
466607,551781
466607,908462
466607,1446141
466607,1455006
1455006,466607
466607,1457231
1457231,466607
466607,1545333
1545333,466607
466610,4305
466610,16320
16320,466610
466610,337272
337272,466610
466610,459877
466610,1429596
1429596,466610
466624,18309
18309,466624
466763,493004
466763,866839
866839,466763
466771,72653
72653,466771
466771,108421
466771,238228
238228,466771
466771,245631
245631,466771
466771,414065
414065,466771
466771,436705
466771,466914
466914,466771
466771,539985
539985,466771
466771,803417
803417,466771
466771,868459
868459,466771
466771,1456271
1456271,466771
466771,1505047
1505047,466771
466771,1598749
1598749,466771
466771,1620357
1620357,466771
466779,218312
218312,466779
466779,482880
466779,908462
466779,995604
466813,551781
466813,908462
466813,1544204
466914,14532
14532,466914
466914,34397
34397,466914
466914,466771
466771,466914
466914,521870
521870,466914
466914,825869
825869,466914
466914,867884
867884,466914
466914,1446141
1446141,466914
466914,1456271
1456271,466914
466919,185
466919,267081
466919,309993
309993,466919
466919,427191
427191,466919
466919,890431
466919,1002109
466919,1031561
1031561,466919
466919,1480817
1480817,466919
466919,1502040
1502040,466919
467029,20651
467080,53190
467080,55536
467080,71735
467080,86430
467080,86808
467080,342345
467080,435623
435623,467080
467080,436705
467080,463733
463733,467080
467080,466524
467080,466591
467080,478114
467080,516849
516849,467080
467080,520618
467080,628510
467080,804554
804554,467080
467080,872762
467080,890431
467080,894121
467080,1211972
1211972,467080
467080,1467578
467080,1482517
467080,1544204
467108,5863
5863,467108
467108,371888
467108,466591
467108,844090
844090,467108
467108,908462
467135,54858
467135,239382
467135,347981
467135,794301
467135,908462
467135,1041927
467151,20651
467151,71735
467151,247901
467151,872762
872762,467151
467151,900482
467151,908462
467151,987281
467158,11988
467167,4305
467167,71735
467167,197296
197296,467167
467167,342345
467167,451339
467167,504170
504170,467167
467167,987281
467167,1456629
1456629,467167
467175,71735
467175,451339
467175,953112
953112,467175
467268,33641
33641,467268
467268,427867
427867,467268
467268,430655
430655,467268
467268,437124
437124,467268
467268,494108
494108,467268
467268,853191
853191,467268
467268,863712
863712,467268
467268,908462
467268,915472
915472,467268
467268,1015972
1015972,467268
467581,436705
467581,997781
997781,467581
467581,1007098
467657,286092
286092,467657
467657,437552
437552,467657
467657,1446141
467911,103996
103996,467911
467911,528687
528687,467911
467911,677852
677852,467911
468186,1582796
1582796,468186
468243,10477
10477,468243
468263,371888
468263,465080
468263,908462
468263,1463256
468263,1477826
468441,427867
468441,436705
468441,487001
468441,991199
468520,91191
91191,468520
468520,456265
468520,656383
468520,942887
942887,468520
468520,1005491
1005491,468520
468520,1509824
1509824,468520
468520,1511587
1511587,468520
468520,1676821
1676821,468520
468732,10952
468732,18019
468732,49804
468732,856955
856955,468732
468732,1536283
468732,1696942
468789,552476
552476,468789
468850,227383
468850,1316621
1316621,468850
469141,1475730
1475730,469141
469141,1613811
1613811,469141
469163,49302
49302,469163
469163,228264
228264,469163
469163,795246
795246,469163
469163,814482
814482,469163
469163,1073241
1073241,469163
469215,47821
47821,469215
469215,238192
238192,469215
469215,421877
421877,469215
469215,466914
469215,477509
477509,469215
469215,804554
804554,469215
469215,1472050
1472050,469215
469215,1486345
469388,608649
608649,469388
469388,1465207
1465207,469388
469477,474686
469477,897428
469477,908462
469477,1412232
1412232,469477
469743,144
144,469743
469743,198
469743,34397
469743,80616
80616,469743
469743,226618
226618,469743
469743,466914
469743,856394
469743,1462781
1462781,469743
469743,1497717
1497717,469743
469771,42684
469771,371888
469771,436705
469771,457278
469771,462562
469771,654957
469771,895614
469771,1253099
469771,1566588
469771,1577606
470232,71735
71735,470232
470232,145780
470232,451339
470232,526650
526650,470232
470232,1064371
1064371,470232
470246,424172
424172,470246
470246,434343
470246,455202
455202,470246
470246,537742
470246,554234
470246,893042
470246,899653
470246,1187364
470246,1437983
470246,1497270
470397,551781
470397,986728
986728,470397
470563,1061045
470563,1134209
470563,1521520
470608,68639
470608,474686
470608,610916
610916,470608
470608,646560
646560,470608
470608,876029
876029,470608
470608,908462
470608,924601
924601,470608
470608,1361109
470608,1544204
470788,541273
541273,470788
471500,436705
471500,504291
504291,471500
471500,804554
471500,908462
471681,321013
321013,471681
471681,717268
717268,471681
471681,970136
970136,471681
471681,1296957
1296957,471681
471681,1726630
1726630,471681
471713,1465810
471980,436705
471991,4305
471991,19084
471991,86808
471991,366344
471991,371888
471991,436705
471991,688799
471991,794221
471991,908462
471991,1041927
471991,1324046
472065,72295
472065,226611
226611,472065
472065,228760
228760,472065
472065,235132
472065,235245
472065,343721
343721,472065
472065,432074
432074,472065
472065,458642
472065,503564
472065,515802
472065,804299
472065,893042
472065,896624
896624,472065
472065,1300401
1300401,472065
472065,1341120
472065,1476341
1476341,472065
472065,1499217
472077,436705
472077,554234
472098,935228
472098,1239777
1239777,472098
472099,86970
472099,320193
320193,472099
472099,1232733
472099,1320946
1320946,472099
472099,1498539
472099,1544204
